guest_key,display_name,n_candidates,reason
lewis|margaret|maggie,Maggie Lewis,365,"name too common in DIME donor pool (n=365 same-name individuals, no recipient/candidate match) -- not search-tractable"
weiss|jessica|jessica chen,Jessica Chen Weiss,51,"name too common in DIME donor pool (n=51 same-name individuals, no recipient/candidate match) -- not search-tractable"
lee|kristine|kristine,Kristine Lee,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
yang|yi|yi,Yi Yang,36,"name too common in DIME donor pool (n=36 same-name individuals, no recipient/candidate match) -- not search-tractable"
clarke|donald|donald,Donald Clarke,94,"name too common in DIME donor pool (n=94 same-name individuals, no recipient/candidate match) -- not search-tractable"
griffiths|james|james,James Griffiths,53,"name too common in DIME donor pool (n=53 same-name individuals, no recipient/candidate match) -- not search-tractable"
platt|stephen|stephen,Stephen Platt,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
mahoney|daniel|dan,Dan Mahoney,173,"name too common in DIME donor pool (n=173 same-name individuals, no recipient/candidate match) -- not search-tractable"
franklin|shirley|shirley,Shirley Franklin,34,"name too common in DIME donor pool (n=34 same-name individuals, no recipient/candidate match) -- not search-tractable"
lawson|stephen|stephen,Stephen Lawson,42,"name too common in DIME donor pool (n=42 same-name individuals, no recipient/candidate match) -- not search-tractable"
foster|samuel|sam,Sam Foster,86,"name too common in DIME donor pool (n=86 same-name individuals, no recipient/candidate match) -- not search-tractable"
johnson|alicia|alicia,Dr. Alicia Johnson,132,"name too common in DIME donor pool (n=132 same-name individuals, no recipient/candidate match) -- not search-tractable"
thomas|jacob|jacob,Jacob Thomas,108,"name too common in DIME donor pool (n=108 same-name individuals, no recipient/candidate match) -- not search-tractable"
little|alexander|alex,Alex Little,26,"name too common in DIME donor pool (n=26 same-name individuals, no recipient/candidate match) -- not search-tractable"
holmes|barbara|barbara rivera,Barbara Rivera Holmes,132,"name too common in DIME donor pool (n=132 same-name individuals, no recipient/candidate match) -- not search-tractable"
schneider|jason|jason,Dr. Jason Schneider,57,"name too common in DIME donor pool (n=57 same-name individuals, no recipient/candidate match) -- not search-tractable"
hicks|fred|fred,Fred Hicks,31,"name too common in DIME donor pool (n=31 same-name individuals, no recipient/candidate match) -- not search-tractable"
graham|jeff|jeff,Jeff Graham,88,"name too common in DIME donor pool (n=88 same-name individuals, no recipient/candidate match) -- not search-tractable"
brooks|yvonne|yvonne,Yvonne Brooks,31,"name too common in DIME donor pool (n=31 same-name individuals, no recipient/candidate match) -- not search-tractable"
rosenberg|mark|mark,Dr. Mark Rosenberg,103,"name too common in DIME donor pool (n=103 same-name individuals, no recipient/candidate match) -- not search-tractable"
jackson|reginald|reginald,Reginald Jackson,68,"name too common in DIME donor pool (n=68 same-name individuals, no recipient/candidate match) -- not search-tractable"
bond|ann|ann hill,Ann Hill Bond,38,"name too common in DIME donor pool (n=38 same-name individuals, no recipient/candidate match) -- not search-tractable"
owen|karen|karen,Karen Owen,53,"name too common in DIME donor pool (n=53 same-name individuals, no recipient/candidate match) -- not search-tractable"
bradley|mark|mark,Mark Bradley,160,"name too common in DIME donor pool (n=160 same-name individuals, no recipient/candidate match) -- not search-tractable"
westmoreland|william|will,Will Westmoreland,34,"name too common in DIME donor pool (n=34 same-name individuals, no recipient/candidate match) -- not search-tractable"
houlihan|mary|mary,Mary Houlihan,34,"name too common in DIME donor pool (n=34 same-name individuals, no recipient/candidate match) -- not search-tractable"
pierce|rebecca|rebecca,Rebecca Pierce,57,"name too common in DIME donor pool (n=57 same-name individuals, no recipient/candidate match) -- not search-tractable"
davies|stephen|stephen,Stephen Davies,43,"name too common in DIME donor pool (n=43 same-name individuals, no recipient/candidate match) -- not search-tractable"
gray|nicholas|nick,Nick Gray,41,"name too common in DIME donor pool (n=41 same-name individuals, no recipient/candidate match) -- not search-tractable"
townsend|paul|paul,Paul Townsend,40,"name too common in DIME donor pool (n=40 same-name individuals, no recipient/candidate match) -- not search-tractable"
gannon|christopher|chris,Chris Gannon,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
fuller|steven|steve,Dr. Steve Fuller,127,"name too common in DIME donor pool (n=127 same-name individuals, no recipient/candidate match) -- not search-tractable"
williams|rex|rex,Rex Williams,47,"name too common in DIME donor pool (n=47 same-name individuals, no recipient/candidate match) -- not search-tractable"
morrissey|paul|paul,Paul Morrissey,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
devore|john|john,John Devore,32,"name too common in DIME donor pool (n=32 same-name individuals, no recipient/candidate match) -- not search-tractable"
boehm|eric|eric,Eric Boehm,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
carl|david|david,David Carl,43,"name too common in DIME donor pool (n=43 same-name individuals, no recipient/candidate match) -- not search-tractable"
barry|david|dave,Dave Barry,194,"name too common in DIME donor pool (n=194 same-name individuals, no recipient/candidate match) -- not search-tractable"
coleman|andrea|andrea,Andrea Coleman,49,"name too common in DIME donor pool (n=49 same-name individuals, no recipient/candidate match) -- not search-tractable"
murphy|meghan|meghan,Meghan Murphy,55,"name too common in DIME donor pool (n=55 same-name individuals, no recipient/candidate match) -- not search-tractable"
phelan|katherine|kate,Kate Phelan,34,"name too common in DIME donor pool (n=34 same-name individuals, no recipient/candidate match) -- not search-tractable"
thomas|emma|emma,Emma Thomas,44,"name too common in DIME donor pool (n=44 same-name individuals, no recipient/candidate match) -- not search-tractable"
jenkins|tiffany|tiffany,Tiffany Jenkins,30,"name too common in DIME donor pool (n=30 same-name individuals, no recipient/candidate match) -- not search-tractable"
stone|michelle|michelle,Michelle Stone,70,"name too common in DIME donor pool (n=70 same-name individuals, no recipient/candidate match) -- not search-tractable"
mills|alexander|alex,Alex Mills,35,"name too common in DIME donor pool (n=35 same-name individuals, no recipient/candidate match) -- not search-tractable"
parker|peter|peter,Peter Parker,58,"name too common in DIME donor pool (n=58 same-name individuals, no recipient/candidate match) -- not search-tractable"
joyce|helen|helen,Helen Joyce,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
clark|cory|cory,Cory Clark,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
kirby|peter|peter a,Peter A. Kirby,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
thorp|james|james,Dr. James Thorp,35,"name too common in DIME donor pool (n=35 same-name individuals, no recipient/candidate match) -- not search-tractable"
otto|jonathan|jonathan,Jonathan Otto,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
campbell|craig|craig,Craig Campbell,252,"name too common in DIME donor pool (n=252 same-name individuals, no recipient/candidate match) -- not search-tractable"
thornton|mark|mark,Mark Thornton,73,"name too common in DIME donor pool (n=73 same-name individuals, no recipient/candidate match) -- not search-tractable"
weiss|philip|philip,Philip Weiss,32,"name too common in DIME donor pool (n=32 same-name individuals, no recipient/candidate match) -- not search-tractable"
gifford|daniel|dan,Dan Gifford,32,"name too common in DIME donor pool (n=32 same-name individuals, no recipient/candidate match) -- not search-tractable"
tabor|james|james,James Tabor,43,"name too common in DIME donor pool (n=43 same-name individuals, no recipient/candidate match) -- not search-tractable"
vaughn|john|john,John Vaughn,150,"name too common in DIME donor pool (n=150 same-name individuals, no recipient/candidate match) -- not search-tractable"
bowen|larry|larry,Larry Bowen,42,"name too common in DIME donor pool (n=42 same-name individuals, no recipient/candidate match) -- not search-tractable"
williamson|anne|anne,Anne Williamson,61,"name too common in DIME donor pool (n=61 same-name individuals, no recipient/candidate match) -- not search-tractable"
gregory|timothy|tim,Tim Gregory,54,"name too common in DIME donor pool (n=54 same-name individuals, no recipient/candidate match) -- not search-tractable"
townsend|lisa|lisa,Lisa Townsend,46,"name too common in DIME donor pool (n=46 same-name individuals, no recipient/candidate match) -- not search-tractable"
starkey|david|david,David Starkey,46,"name too common in DIME donor pool (n=46 same-name individuals, no recipient/candidate match) -- not search-tractable"
phillips|alexander|alex,Alex Phillips,73,"name too common in DIME donor pool (n=73 same-name individuals, no recipient/candidate match) -- not search-tractable"
bogle|james|james,James Bogle,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
bryan|joseph|joe,Joe Bryan,101,"name too common in DIME donor pool (n=101 same-name individuals, no recipient/candidate match) -- not search-tractable"
mcbride|catherine|catherine,Catherine McBride,30,"name too common in DIME donor pool (n=30 same-name individuals, no recipient/candidate match) -- not search-tractable"
miller|harry|harry,Harry Miller,266,"name too common in DIME donor pool (n=266 same-name individuals, no recipient/candidate match) -- not search-tractable"
barrett|steven|steven,Steven Barrett,102,"name too common in DIME donor pool (n=102 same-name individuals, no recipient/candidate match) -- not search-tractable"
mcculloch|michael|mike,Mike McCulloch,37,"name too common in DIME donor pool (n=37 same-name individuals, no recipient/candidate match) -- not search-tractable"
halpern|david|david,David Halpern,63,"name too common in DIME donor pool (n=63 same-name individuals, no recipient/candidate match) -- not search-tractable"
